Model,Line,Direction,Class_ID,Class_Name,Count
yolo12l,Line1,up,2.0,car,24
yolo12l,Line1,up,7.0,truck,8
yolo12l,Line1,down,2.0,car,31
yolo12l,Line1,down,7.0,truck,4
