Model,Line,Direction,Class_ID,Class_Name,Count
yolov5su,Line1,up,7.0,truck,6
yolov5su,Line1,up,2.0,car,4
yolov5su,Line1,down,2.0,car,23
yolov5su,Line1,down,7.0,truck,1
