Model,Line,Direction,Class_ID,Class_Name,Count
tf_efficientdet_d3,Line1,up,3,car,26
tf_efficientdet_d3,Line1,up,8,truck,5
tf_efficientdet_d3,Line1,up,6,bus,1
tf_efficientdet_d3,Line1,down,3,car,36
tf_efficientdet_d3,Line1,down,8,truck,1
