Model,Line,Direction,Class_ID,Class_Name,Count
yolo12m,Line1,up,2.0,car,22
yolo12m,Line1,up,7.0,truck,9
yolo12m,Line1,down,2.0,car,26
yolo12m,Line1,down,7.0,truck,5
